articleId,created_at,likes_counts,region,content,authorName,authorGender,authorAddress,sentiment
5140546695729864,2025-03-04,166,陕西,还乒乓球的纯白,lovekohut,m,其他,积极
5140546695729864,2025-03-04,129,江苏,"抵制不良炒作,抵制职业粉丝",sheiyaodangrenna,m,其他,积极
5140546695729864,2025-03-04,16,广东,"挺好的,文明观赛",今天明天每一天都要好好的,f,其他,积极
5140546695729864,2025-03-04,3,江西,加油加油,喜欢92年的周末,f,江西,积极
5140546695729864,2025-03-04,56,广东,"真的不要饭圈化了,很影响运动员情绪。",JJ_if,f,广东 佛山,积极
