id,likeNum,commentsLen,reposts_count,region,content,created_at,type,detailUrl,authorName,authorDetail
5145980392705467,55249,623,414,无,"3月19日,在乘风2025看片会群访中,祝绪丹被问到来参加节目,""竹林四侠""其他三位有没有为自己打call?祝绪丹不假思索回答:""有啊!""祝绪丹表示欣欣告诉自己不要紧张,还给自己准备了衣服在节目上穿。丁禹兮也同样关心祝绪丹,询问阿姐节目参加得怎么样,还问了阿姐为什么不选《消散对白》,这首歌这么好听。祝绪丹大方称赞:""我弟弟唱的当然好听!""。",2025-03-19,综艺,https://weibo.com/5145980392705467/Pji9VblOz,梨视频,https://weibo.com/u/6004281123
5145949107392516,34599,3806,4848,上海,"演员 应邀出席2025。保持盛放,保持热爱,迎接每一寸阳光与美好。",2025-03-19,综艺,https://weibo.com/5145949107392516/Pjhlsv188,红星坞娱乐传媒,https://weibo.com/u/2411492615
5145988365031184,19258,1617,1366,上海,"微风摇动树影,做一场独属于春天的绮梦 ",2025-03-19,综艺,https://weibo.com/5145988365031184/PjimMl6Q8,章若楠official,https://weibo.com/u/7439059634
5144503498311860,20678,1010,2837,浙江,"???我真的反复看了好几遍《哆啦a梦害怕》白鹿这段……丝滑到以为是ai啊啊啊哈哈哈哈哈哈《老师好》就这么水灵灵地扔进去了,白鹿你有这手艺~🫡🫡",2025-03-15,综艺,https://weibo.com/5144503498311860/PiFJPySig,娱乐小浪花,https://weibo.com/u/2841415815
5136550645727344,2492,213,244,广西,近视的眼睛是这样的👀,2025-02-21,健康,https://weibo.com/5136550645727344/PfkQEo1Ww,飘先生Pp,https://weibo.com/u/3970402202
5139712473825323,1354,801,1217,广东,"8个健康小知识,看看你能知道几个!",2025-03-02,健康,https://weibo.com/5139712473825323/PgF6ng38L,中医健康养生讲堂,https://weibo.com/u/87979501
5143845620945778,11794,113,28,陕西,前排贵的确是有原因的,2025-03-13,音乐,https://weibo.com/5143845620945778/PioCK3Y2u,GirlyVogue,https://weibo.com/u/5778698812
5146242142178120,1337473,275886,1000000,上海,2025年周深新巡演! 概念海报!! 官宣!!! 谢谢你愿意与我们同频共振!!! 2025年我们一起相遇在《深___》!!!,2025-03-20,音乐,https://weibo.com/5146242142178120/PjoY698CY,卡布叻_周深,https://weibo.com/u/1736988591
5145487293284991,157566,14409,891288,北京," 🦒 旅游日常vlog《非去不可》主题曲《好望角 hakuna matata ver.》上线! 又一次旅程的开启,身边还是熟悉的伙伴:乘船看日落,夜晚篝火聚会,追逐草原上奔腾的生命,在这颗星球更多的角落记录下我们的笑声和足迹。 在这场无尽冒险,我们离""承载美好希望的海角""越来越近。 我们要带着异国的祝福,把这一路积累的美好故事,说给你听。 🎵qq音乐: 🎵酷狗音乐: 🎵酷我音乐: 🎵咪咕音乐: 🎵网易云音乐:",2025-03-18,音乐,https://weibo.com/5145487293284991/Pj5kBdMzJ,时代少年团,https://weibo.com/u/6620842908
5145869910279714,243965,41372,215911,中国台湾,我和我的兄弟 咱俩第一次时尚大片 谢谢大爷来参加我的婚礼🍬 希望你喜欢我和农糖送你的礼物 感动是吧 下回别哭了 哈哈,2025-03-19,音乐,https://weibo.com/5145869910279714/PjfhJ1aLw,陈立农,https://weibo.com/u/6408414755
5145942668872678,3989,361,652,无,"《确定!周杰伦将在山东开唱》 近日,有网友就周杰伦演唱会事宜向山东省文化和旅游厅咨询,省文化和旅游厅回复:您好,来信收悉,关于您咨询的周杰伦演唱会相关问题,经确认,定于9月份进行演出。此前,济南市文化和旅游局发微博也提到过周杰伦演唱会,并挂话题""这一站济南"",山东文旅就此正式确认了演唱会的消息,虽然具体日期尚未公布,但没有辜负歌迷们的期待!",2025-03-19,音乐,https://weibo.com/5145942668872678/Pjhb4BebI,海报新闻,https://weibo.com/u/2620088113
5145911705472533,955683,658446,1000000,北京,"号外:华晨宇2025火星演唱会西安站加场 时间:4月6日 地点:西安奥体中心体育场 我是花花,我同意华晨宇西安演唱会加场。又可以多见一天啦🥳",2025-03-19,音乐,https://weibo.com/5145911705472533/Pjgn8mXEF,华晨宇yu,https://weibo.com/u/1624923463
5139002693781299,62544,1565,3467,广西,"2004年任贤齐演唱会的神级场面!太有意思了,任贤齐随机选了一个女孩上舞台其男友开心的拍照!现在很难看到这样的画面了。",2025-02-28,音乐,https://weibo.com/5139002693781299/PgmDzfRGH,为所欲为的为呀,https://weibo.com/u/3173261600
5146380297833805,16906,4241,3061,北京," 当闪电心缀满鸟巢夜空💖 全新罗曼城即将开启🔛 重磅惊喜,首站呈现  明天见!",2025-03-20,音乐,https://weibo.com/5146380297833805/PjsyVwRVH,汪苏泷Studio,https://weibo.com/u/5523180767
5143792550152857,1123387,1000000,1000000,北京,"《spr.》花絮记录📝 一觉睡醒,春天就来了~",2025-03-13,音乐,https://weibo.com/5143792550152857/Pinf90DLr,时代少年团-宋亚轩,https://weibo.com/u/6015189526
5145607962886312,39926,8539,6686,新加坡,"梦想清单又 ✅ 下一项 终于能够站在the o2的舞台开唱 即便时差难耐 但当音乐响起,听到你们的欢呼 精神都抖擞起来了! 感恩每一位陪伴我一起实践梦想的你们!   ",2025-03-18,音乐,https://weibo.com/5145607962886312/Pj8tec6Rq,林俊杰,https://weibo.com/u/1195354434
5140052721009511,615197,313661,1000000,湖南," 第三弹 ""他眼中有细腻的色泽,能把常人看不见细节勾勒"" ",2025-03-03,音乐,https://weibo.com/5140052721009511/PgNXa4eCr,MIC檀健次JC-T,https://weibo.com/u/1798539915
5145967558395707,16760,828,902,无,"《媒体评:《打call》》 3月19日,河南籍青年演员 主演的电影《热烈》官宣将在清明假期(4月3日)重映。短短几个小时,《热烈》就登上""实时想看榜""第1名! 今年以来,王一博演唱亚冬会开幕式主题歌《点亮亚洲》,用歌声传递冰雪魅力;在网络视听盛典压轴表演,一首《愿爱》唱出爱国深情;用演技赋予角色生命力,主演的《追风者》获评""年度优秀电视剧"";登上央视蛇年春晚,歌曲《我可以》激励奋斗者去勇敢追求梦想和幸福;赴西藏拍摄冰川保护宣传片,呼吁大家关注气候变化,保护生态环境;在巴黎时装周横跨三大奢侈品牌,时尚造型展现东方魅力……王一博在舞台,荧幕,晚会,秀场等不同领域,以不同身份,持续带来振奋人心的惊喜。 如今,《热烈》即将重映,期待这部入选""五个一工程""优秀作品奖的电影和提名金鸡奖最佳男主角的陈烁(王一博饰)可以再次点燃电影市场,为观众送上惊喜。 ",2025-03-19,音乐,https://weibo.com/5145967558395707/PjhPdze6D,大河报,https://weibo.com/u/1734530730
5146322600463677,5644,257,267,无,"《《打call》》近日,河南籍青年演员 主演的电影《热烈》官宣重映,不少网友和影迷把这部影片和歌曲《我可以》所传递的坚强信念联系起来。央视网发文:当王一博饰演的陈烁遇上王一博演唱的《我可以》,梦想与热血碰撞,汗水与音乐融合,共同描绘出了不服输的青春! 日前, 作文评论:今年以来,王一博演唱亚冬会开幕式主题歌《点亮亚洲》,用歌声传递冰雪魅力;在网络视听盛典压轴表演,一首《愿爱》唱出爱国深情;用演技赋予角色生命力,主演的《追风者》获评""年度优秀电视剧"";登上央视蛇年春晚,歌曲《我可以》激励奋斗者去勇敢追求梦想和幸福;赴西藏拍摄冰川保护宣传片,呼吁大家关注气候变化,保护生态环境…… 这一次,王一博的歌曲和电影相映成趣,他用歌声告诉陈烁:""时间不会等待,你明白失败是常态,那就允许自己失败,不过是再来一次,等风来!""陈烁在困境中的誓言""哪怕黑夜孤寂,哪怕寒风凛冽,我也不会逃避,我要向着光,全力奔去""印证了《我可以》所传递的精神力量。  ",2025-03-20,音乐,https://weibo.com/5146322600463677/Pjr3S1WCF,大河报,https://weibo.com/u/1734530730
5146586124390300,57073,20244,18544,北京,你说我是个好人… 请别入戏太深… all for love~🐦🐯🎵《心》 qq音乐: 酷狗音乐: 酷我音乐: 网易云音乐: 汽水音乐:,2025-03-21,音乐,https://weibo.com/5146586124390300/PjxUUiq7i,张远Bird,https://weibo.com/u/1660399881
5138694348998824,21834,1574,5120,河北," 光影流转间,舞台上气场全开的严浩翔,一键转场回到14岁。那时的他,脸庞青涩,眼神却满是坚定。训练时,他青涩却努力,一次次跌倒又站起,每滴汗水都倾注着对梦想的渴望。如今,他已成长为舞台王者,他在舞台上光芒万丈,《the beast》等作品更是展现了他的音乐才华。从14岁的懵懂少年到如今的成熟艺人!",2025-02-27,音乐,https://weibo.com/5138694348998824/PgeCeBL0k,时光大叔,https://weibo.com/u/5617472414
5139701920960552,1055343,209587,1000000,北京,一段难忘的记忆!,2025-03-02,音乐,https://weibo.com/5139701920960552/PgEPm41SM,王鹤棣_Dylan,https://weibo.com/u/2731728324
5137907218124544,18687,1345,976,北京,"《阿北放映厅》 用《消散人潮》的方式打开夏凤华 谢望和 ~循环♻️n遍的阿北给街坊们划重点!""一样忘不掉""❤️""你的好""❤️""我们""❤️""到老""❤️~  爱奇艺预约: 微博预约:",2025-02-25,音乐,https://weibo.com/5137907218124544/PfU8Fy5z2,电视剧北上,https://weibo.com/u/7389156069
5146325956431877,10579,1731,914,北京, ⚡️罗曼城主已就位 🎉等待罗曼公民入城开启狂欢 罗曼城发电倒计时1天 明天鸟巢见🪹,2025-03-20,音乐,https://weibo.com/5146325956431877/Pjr9hqZdX,汪苏泷Studio,https://weibo.com/u/5523180767
5141321643726858,12029,592,1347,安徽,"周杰伦后面全程自己弄就不好听了,没有中文风了",2025-03-06,音乐,https://weibo.com/5141321643726858/PhkXOfDwC,小师妹撩财经,https://weibo.com/u/2130197152
5131384279274284,3209,460,392,北京," - 《echoes of now》日🌆 由内而发,来碰碰她的内心,于当下实现共鸣,将情感丰富🎵",2025-02-07,音乐,https://weibo.com/5131384279274284/PdarNCUFe,张碧晨Studio,https://weibo.com/u/5661606921
5140462277234993,5669,1151,2289,河北,"的第一首ost《夏夜小院》是欧豪唱的! 欧豪的声音一出来就知道有没有,不愧是当年全民选秀出来的男人。他一开口,那股子故事感直接硬控我整个片尾曲,时间晃呀晃呀晃,满满的都是回忆!独特而富有磁性的声线,融合了岁月与陪伴的情愫,闭上眼聆听仿佛能听到几个小孩在院子里打闹,几家妈妈在小院里准备着晚饭,谢老大在说这次出船又挣了多少,大华子被妈妈追着满院子跑…...自己好像也在这小院里感受夏夜微风,是花街六子的一份子,画面感拉满!好听到我都舍不得跳片尾曲了🥺 其实欧豪一直有在唱歌,很多他参演的影视剧作品都有他唱的ost!这次《夏夜小院》能这么有感觉一点都不惊讶,还是我那拿得出手的歌手欧豪!",2025-03-04,音乐,https://weibo.com/5140462277234993/PgYBJum9r,最佳剧综放映室,https://weibo.com/u/1896481783
5143383874211336,8129,704,1071,上海," 如果邀请三位跨次元人物当演唱会嘉宾,你的梦想名单是? 王源:想邀请哪咤和敖丙! (视频cr:vogue)",2025-03-12,音乐,https://weibo.com/5143383874211336/PicBZhFyM,星姐微博,https://weibo.com/u/5103645868
5133556839615367,456219,388,101742,无," 《哪咤之魔童闹海》开篇配乐中运用了埙,笛,箫,唢呐等中国特色元素乐器,来听听哪咤2主要音乐创作团队揭秘电影配乐背后的故事。(记者:王晖 徐思钰)",2025-02-13,音乐,https://weibo.com/5133556839615367/Pe4XVEloz,新华社,https://weibo.com/u/1699432410
5146583356149970,21265,6877,6631,北京,"""愿以身化作利刃 斩破世间枷锁"" 电视剧 片尾主题曲《刃》今日上线  qq音乐 酷狗音乐 酷我音乐",2025-03-21,音乐,https://weibo.com/5146583356149970/PjxQrpNT4,尚雯婕,https://weibo.com/u/1252036043
5137952520274526,13874,3320,653,韩国,"zerobaseone the 5th mini album "" 𝗕𝗟𝗨𝗘 𝗣𝗔𝗥𝗔𝗗𝗜𝗦𝗘 "" find blue with zeroni     ",2025-02-25,音乐,https://weibo.com/5137952520274526/PfVjK19pQ,ZB1_cn,https://weibo.com/u/7834183273
5138556838478436,15496,295,623,贵州,"小提琴声音出来的一瞬间,我不禁泪流满面!",2025-02-27,音乐,https://weibo.com/5138556838478436/Pgb2rzzCY,tz-小红帽,https://weibo.com/u/6972848816
5134415292534008,10179,126,484,陕西,韩国女团提线木偶mv 尺度真的大 这放在网红直播里都是要付费的🙉,2025-02-15,音乐,https://weibo.com/5134415292534008/PerixaDd6,R星s,https://weibo.com/u/3288446905
5140418253558298,11043,20348,30229,浙江,"小院暖暖,梦乡就是梦想《抱一抱》 qq音乐: 酷狗音乐: 酷我音乐:",2025-03-04,音乐,https://weibo.com/5140418253558298/PgXsJeVFU,欧豪,https://weibo.com/u/1844477730
5142218055353971,3909,2203,2729,中国香港,"早起,练唱,健身,录音,对我这种懒散到底的人也是一种摇磙的生活节奏,524演唱会上海见",2025-03-09,音乐,https://weibo.com/5142218055353971/PhIhDmsOn,苏见信-信,https://weibo.com/u/1806080943
5137649925098533,12177,1407,3481,河南," 周深伦敦超高清落泪版来啦,眼泪掉下来心都要碎了《泪》",2025-02-24,音乐,https://weibo.com/5137649925098533/PfNrGlomp,剧音辣辣,https://weibo.com/u/7763191097
5146359276766490,5214,1205,2200,陕西," 当熟悉的前奏一响,辞职信已经写好了,许巍真的是每首歌里都渗透着辞职两个字!春风若有怜花意,可否许我在少年。不得不说,许巍的歌真的太懂我们这些被工作""折磨""的打工人了,每一首都像是在给想辞职的我们呐喊助威 。他的歌就像是一把钥匙,打开了我们内心深处对理想生活的向往之门,让我们一次次涌起辞职去追寻曾经梦想的冲动。",2025-03-20,音乐,https://weibo.com/5146359276766490/Pjs11sogW,野雨霖,https://weibo.com/u/5313269158
5138357886386381,1041010,324814,1000000,北京,《新伤》单曲花絮.,2025-02-26,音乐,https://weibo.com/5138357886386381/Pg5RyqNo9,时代少年团-丁程鑫,https://weibo.com/u/5781292544
5133507942418886,19054,522,53,重庆,翻唱一段咏春《老师爱你》,2025-02-13,音乐,https://weibo.com/5133507942418886/Pe3H4a9gi,芭比绮booy,https://weibo.com/u/6424615436
5141587764977585,13877,1295,3616,北京," 歌舞相声魔术小品样样齐全 周深演唱会:一款新型的""华人春晚"" 📹20250305 9.29hz巡回演唱会西雅图站 talk  ",2025-03-07,音乐,https://weibo.com/5141587764977585/PhrT2kSTD,ForCharlie丨周深图文站,https://weibo.com/u/6987697229
5133547595893871,4359,348,999,四川,"丁禹兮唱的《陪你》版mv。 这是言希的,一个没来得及被发出来,就从此被掩埋的物料。  |",2025-02-13,音乐,https://weibo.com/5133547595893871/Pe4J1oJgr,玄衫万火渡苍生,https://weibo.com/u/5228338824
